                  lambda                      s^                    X11A                    X12A                    Y11A                    Y12A                    Y11B                    Y12B                    X11C                    X12C                    Y11C                    Y12C                    X11G                    X12G                    Y11G                    Y12G                    Y11H                    Y12H                    X11M                    X12M                    Y11M                    Y12M                    Z11M                    Z12M
   2.000000000000000E+00   1.000000047497451E-02   1.161544151051252E+01  -9.769998548695961E+00   8.235812131754113E+00  -5.012934431047796E+00  -8.301275141983357E-01   1.867616970387601E+00   8.086120450665394E+00  -2.360305636727536E+00   8.359788080382435E+00   1.948385933237030E+00   1.604210579405804E+00  -3.491803362544807E+00   2.210338538400487E-01  -5.616955912970528E-01  -4.640108680167081E-03   1.911273637395243E+00   7.061579804521593E+00   1.197294689157144E+00   7.004812213156237E+00  -3.305339033565424E+00   6.688217656792432E+00  -1.073825731412640E+00
   2.000000000000000E+00   1.999999955296516E-02   1.155550318612277E+01  -9.696488145835252E+00   8.183556658767097E+00  -4.944907941374795E+00  -8.083046718553921E-01   1.836446876899423E+00   8.083567475825166E+00  -2.324690654030576E+00   8.350713426330662E+00   1.902246998216863E+00   1.615380988624924E+00  -3.488432064764966E+00   2.159076116151383E-01  -5.487237441710563E-01  -5.848587783846838E-03   1.890689367832102E+00   7.061514429990748E+00   1.308610558507860E+00   6.997482182429118E+00  -3.273213081292740E+00   6.687171023063484E+00  -1.047343832533892E+00
   2.000000000000000E+00   3.999999910593033E-02   1.143563147287307E+01  -9.548961520313528E+00   8.084940392192413E+00  -4.815501816517776E+00  -7.671030024630745E-01   1.777013981285135E+00   8.078723459594846E+00  -2.255633054996952E+00   8.333490439803217E+00   1.814938652475862E+00   1.632528225307178E+00  -3.477079463793934E+00   2.061446307197803E-01  -5.239628973457099E-01  -7.994383194057524E-03   1.850306174079013E+00   7.061692120860720E+00   1.512413020553731E+00   6.983313911595300E+00  -3.209349104897974E+00   6.685241839154060E+00  -9.967126778855165E-01
   2.000000000000000E+00   5.999999865889549E-02   1.131611187077741E+01  -9.401248540248064E+00   7.993504826805204E+00  -4.694222132823808E+00  -7.288914046234174E-01   1.721154214855554E+00   8.074205985453514E+00  -2.189345860123977E+00   8.317406100136896E+00   1.733716519488189E+00   1.643383680729949E+00  -3.460145993279516E+00   1.969842428062344E-01  -5.006746372049761E-01  -9.816042382909148E-03   1.810936837428271E+00   7.062031420396671E+00   1.693054216225713E+00   6.969778304185081E+00  -3.146114434568897E+00   6.683510846189344E+00  -9.490131992125586E-01
   2.000000000000000E+00   7.999999821186066E-02   1.119732268397068E+01  -9.253879213037688E+00   7.908528739910271E+00  -4.580285789745177E+00  -6.933828354052449E-01   1.668543142858365E+00   8.069989907038966E+00  -2.125686417887779E+00   8.302357348861801E+00   1.658002843015433E+00   1.648652237786732E+00  -3.438273510709055E+00   1.883730979709171E-01  -4.787449048667767E-01  -1.135352601580427E-02   1.772545934095846E+00   7.062301458670937E+00   1.852671763050282E+00   6.956848521045622E+00  -3.083622361812540E+00   6.681955969005875E+00  -9.040462157540091E-01
   2.000000000000000E+00   9.999999776482582E-02   1.107960015993908E+01  -9.107321491152174E+00   7.829382579390203E+00  -4.473008000445808E+00  -6.603250641489765E-01   1.618895283836801E+00   8.066052262571690E+00  -2.064521255815733E+00   8.288253585192955E+00   1.587289156089282E+00   1.648979718620990E+00  -3.412060517420117E+00   1.802644316418089E-01  -4.580711029324276E-01  -1.264184347810099E-02   1.735102072204217E+00   7.062335335484065E+00   1.993204950773717E+00   6.944498634219451E+00  -3.021965315939655E+00   6.680557784241712E+00  -8.616282894509536E-01
   2.000000000000000E+00   2.000000000000002E-01   1.051594697965509E+01  -8.399128762860935E+00   7.503911867137066E+00  -4.017732481448112E+00  -5.248285661790857E-01   1.407192848466037E+00   8.049864898498296E+00  -1.791994857333287E+00   8.229399082681685E+00   1.294642304990951E+00   1.595402024868446E+00  -3.233807896806363E+00   1.459670124284004E-01  -3.705850191413596E-01  -1.630009374316417E-02   1.561169424847094E+00   7.056113786859129E+00   2.466159919344809E+00   6.890600988002981E+00  -2.728339341744670E+00   6.675383662298659E+00  -6.822860996743949E-01
   2.000000000000000E+00   2.999999999999998E-01   1.000799125497880E+01  -7.751743514399438E+00   7.263621736971755E+00  -3.662591384431175E+00  -4.258284443110611E-01   1.241371721386064E+00   8.038135614218998E+00  -1.565986561433678E+00   8.185207085448130E+00   1.076911708013318E+00   1.487026392896428E+00  -3.012838106084920E+00   1.196257093709116E-01  -3.036604593232050E-01  -1.705704115788466E-02   1.407364309092278E+00   7.038202089286006E+00   2.669799981253400E+00   6.847801929463913E+00  -2.461817740356186E+00   6.672252803089987E+00  -5.460557803662788E-01
   2.000000000000000E+00   3.999999999999999E-01   9.562585208355692E+00  -7.175786022425202E+00   7.080108673319491E+00  -3.376102405208882E+00  -3.513789666661163E-01   1.107674872426521E+00   8.029509646467352E+00  -1.376802065580822E+00   8.151263306075272E+00   9.099162766606261E-01   1.357291105001600E+00  -2.781569796388426E+00   9.896580169373898E-02  -2.515377834621060E-01  -1.637560006917739E-02   1.271302967094736E+00   7.011874291451395E+00   2.712298149645978E+00   6.813787324532427E+00  -2.222878661522830E+00   6.670315477617817E+00  -4.412592903257398E-01
   2.000000000000000E+00   5.000000000000000E-01   9.177409458072670E+00  -6.669854661296898E+00   6.936154550532915E+00  -3.138911123095276E+00  -2.940761836738665E-01   9.974354462260043E-01   8.023080410327404E+00  -1.217131013359298E+00   8.124744179191039E+00   7.786754034407617E-01   1.224584136254542E+00  -2.557449542933478E+00   8.251518278529019E-02  -2.103398809652590E-01  -1.504084813618511E-02   1.150869321517198E+00   6.981342764647650E+00   2.661211664146740E+00   6.786694365590395E+00  -2.009980379170768E+00   6.669092070342949E+00  -3.597247884131650E-01
   2.000000000000000E+00   6.000000000000001E-01   8.846184123566264E+00  -6.227301236215482E+00   6.820753861257961E+00  -2.938448651767833E+00  -2.491111266702351E-01   9.049027587647778E-01   8.018229755389999E+00  -1.081370859979433E+00   8.103745647383171E+00   6.734597494669997E-01   1.098210619622316E+00  -2.348739917256370E+00   6.926380326027626E-02  -1.773664946044870E-01  -1.347161770145008E-02   1.044158538911907E+00   6.949815827232211E+00   2.558186353283310E+00   6.765046200413003E+00  -1.820796190624095E+00   6.668304989108897E+00  -2.956326601074682E-01
   2.000000000000000E+00   7.000000000000002E-01   8.561540705983857E+00  -5.839900666817413E+00   6.726566055800249E+00  -2.766183624607448E+00  -2.132432587891553E-01   8.260992324117176E-01   8.014529071341666E+00  -9.651680253609835E-01   8.086933106714536E+00   5.877019565372302E-01   9.823016887561455E-01  -2.158507587797942E+00   5.848931524730278E-02  -1.506869664915123E-01  -1.188608579322057E-02   9.494698208144297E-01   6.919311230045032E+00   2.428606912546634E+00   6.747682933822531E+00  -1.652801810352238E+00   6.667789878496864E+00  -2.447748430338346E-01
   2.000000000000000E+00   7.999999999999998E-01   8.316382081872344E+00  -5.499586957114640E+00   6.648520541809431E+00  -2.616110030420903E+00  -1.842227538256500E-01   7.581783708575697E-01   8.011676633704967E+00  -8.650984379338054E-01   8.073343771576377E+00   5.168233426062696E-01   8.781823568498168E-01  -1.987074552634196E+00   4.965952102635390E-02  -1.288913717072097E-01  -1.039194125791971E-02   8.653004754723871E-01   6.890928524412296E+00   2.287776726820548E+00   6.733698133684475E+00  -1.503548885601260E+00   6.667447389154974E+00  -2.040671676935444E-01
   2.000000000000000E+00   8.999999999999999E-01   8.104416948710664E+00  -5.199148345624251E+00   6.583010462878238E+00  -2.483868204745112E+00  -1.604482442354509E-01   6.990443631164085E-01   8.009457090047976E+00  -7.784402709829273E-01   8.062267640168518E+00   4.575425485017083E-01   7.857363863293542E-01  -1.833427247265343E+00   4.237363876609167E-02  -1.109317555228863E-01  -9.036286708379925E-03   7.903338575948956E-01   6.865158584735703E+00   2.144788553153123E+00   6.722384773001703E+00  -1.370783056966226E+00   6.667216311274442E+00  -1.712214821650300E-01
   2.000000000000000E+00   1.000000000000000E+00   7.920290091817926E+00  -4.932414883349370E+00   6.527405392948166E+00  -2.366210019402002E+00  -1.407554867260195E-01   6.471165046358712E-01   8.007714779188928E+00  -7.030092535913463E-01   8.053171980957243E+00   4.074514937146663E-01   7.041661981924582E-01  -1.695989396639519E+00   3.632478945698960E-02  -9.601738801984672E-02  -7.833534986252761E-03   7.234228085966008E-01   6.842122742999795E+00   2.004918739342573E+00   6.713191227412242E+00  -1.252484744685142E+00   6.667058263443333E+00  -1.445212379076270E-01
   2.000000000000000E+00   1.100000000000000E+00   7.759535321252791E+00  -4.694222093294788E+00   6.479745418704010E+00  -2.260660664498356E+00  -1.242823281338807E-01   6.011777534863443E-01   8.006335867326793E+00  -6.370374044223085E-01   8.045651413168391E+00   3.647461941536215E-01   6.324033336536622E-01  -1.573027814506331E+00   3.127489927120797E-02  -8.354375320191061E-02  -6.781069775822252E-03   6.635712216683987E-01   6.821734375167214E+00   1.871101386903857E+00   6.705686393162734E+00  -1.146872189992015E+00   6.666948782580912E+00  -1.226654752082480E-01
   2.000000000000000E+00   1.200000000000000E+00   7.618463636481806E+00  -4.480290796846283E+00   6.438542748750527E+00  -2.165297524586769E+00  -1.103799062105309E-01   5.602742083277478E-01   8.005236205875381E+00  -5.790824801703831E-01   8.039393813667242E+00   3.280506847219356E-01   5.693223163837781E-01  -1.462853804661161E+00   2.703729208920580E-02  -7.304330843713998E-02  -5.868016557228726E-03   6.099156376586770E-01   6.803800735291745E+00   1.744836457415127E+00   6.699532462180017E+00  -1.052387000813163E+00   6.666872037961557E+00  -1.046588417015790E-01
   2.000000000000000E+00   1.300000000000000E+00   7.494038530984654E+00  -4.287087782627262E+00   6.402649374380388E+00  -2.078601363408360E+00  -9.855279929808058E-02   5.236465072390621E-01   8.004352963490428E+00  -5.279595152250876E-01   8.034156422026104E+00   2.962987514249871E-01   5.138459976400804E-01  -1.363913824420578E+00   2.346427382352873E-02  -6.415067838724436E-02  -5.080101551982926E-03   5.617079688736367E-01   6.788084117405070E+00   1.626750948868872E+00   6.694463860261198E+00  -9.676725920749614E-01   6.666817638727056E+00  -8.973307952557398E-02
   2.000000000000000E+00   1.400000000000000E+00   7.383760101809913E+00  -4.111694561114686E+00   6.371166581180438E+00  -1.999353590007062E+00  -8.841781528390812E-02   4.906818562288879E-01   8.003638785123606E+00  -4.826884854316125E-01   8.029748741144790E+00   2.686525953404492E-01   4.649921046049876E-01  -1.274821871004565E+00   2.043808169953261E-02  -5.657764015421889E-02  -4.402280325439123E-03   5.182998696422048E-01   6.774336972998700E+00   1.516947072503712E+00   6.690271026830802E+00  -8.915507827158601E-01   6.666778673436341E+00  -7.729032763965830E-02
   2.000000000000000E+00   1.500000000000000E+00   7.285565301705433E+00  -3.951693731506387E+00   6.343381709754969E+00  -1.926563718579073E+00  -7.967507557632525E-02   4.608797523280451E-01   8.003057666483659E+00  -4.424538953935464E-01   8.026020091045520E+00   2.444456994549530E-01   4.218887047026499E-01  -1.194362430427093E+00   1.786417128357159E-02  -5.009488125864594E-02  -3.820095942788866E-03   4.791289178029904E-01   6.762320960383921E+00   1.415219013076912E+00   6.686787944596706E+00  -8.229991178563456E-01   6.666750487343425E+00  -6.686174018751904E-02
   2.000000000000000E+00   1.600000000000000E+00   7.197745296025684E+00  -3.805074573441922E+00   6.318723091920654E+00  -1.859417106269228E+00  -7.208738297058899E-02   4.338270162129995E-01   8.002582007868414E+00  -4.065732869922477E-01   8.022850420433231E+00   2.231419249325114E-01   3.837738784654011E-01  -1.121479580515177E+00   1.566616717319259E-02  -4.451852315861594E-02  -3.320318702885110E-03   4.437065738761828E-01   6.751816358870290E+00   1.321188083686027E+00   6.683882550409315E+00  -7.611300674812388E-01   6.666729908617501E+00  -5.807698374358321E-02
   2.000000000000000E+00   1.700000000000000E+00   7.118878337375573E+00  -3.670156271372217E+00   6.296727374311089E+00  -1.797236613702581E+00  -6.546527669887689E-02   4.091792893649197E-01   8.002190488480409E+00  -3.744724938691403E-01   8.020143441212356E+00   2.043057189494271E-01   3.499879434023048E-01  -1.055260506709448E+00   1.378202074803661E-02  -3.970004881127411E-02  -2.891186222790343E-03   4.116077857913355E-01   6.742625866204111E+00   1.234386860173733E+00   6.681449350827585E+00  -7.051725144072470E-01   6.666714751934331E+00  -5.064154525853456E-02
   2.000000000000000E+00   1.800000000000000E+00   7.047775787388910E+00  -3.545526150712835E+00   6.277015449645079E+00  -1.739454016901923E+00  -5.965605813220860E-02   3.866471069320973E-01   8.001866517883856E+00  -3.456660464654218E-01   8.017821444934009E+00   1.875800754685093E-01   3.199627020044257E-01  -9.949176704269170E-01   1.216105758572781E-02  -3.551869465691099E-02  -2.522427992894870E-03   3.824620659231374E-01   6.734575236886513E+00   1.154311215410680E+00   6.679403722182607E+00  -6.544555693766620E-01   6.666703495891586E+00  -4.431970419640482E-02
   2.000000000000000E+00   1.900000000000000E+00   6.983438895956817E+00  -3.429990224130192E+00   6.259274474749017E+00  -1.685588373165170E+00  -5.453563109335663E-02   3.659852659689068E-01   8.001597097648238E+00  -3.197415444614192E-01   8.015821352971756E+00   1.726699997116727E-01   2.932100431998336E-01  -9.397716904810377E-01   1.076168919805409E-02  -3.187564849882973E-02  -2.205180250057437E-03   3.559458581709868E-01   6.727512238455844E+00   1.080452054334860E+00   6.677677497961720E+00  -6.083945714678750E-01   6.666695070825085E+00  -3.892165082914537E-02
   2.000000000000000E+00   2.000000000000000E+00   6.925024220970750E+00  -3.322533633469925E+00   6.243244261573477E+00  -1.635229427912504E+00  -5.000236505580386E-02   3.469846047004463E-01   8.001371977362371E+00  -2.963471102726805E-01   8.014091681877540E+00   1.593299417680487E-01   2.693110472096013E-01  -8.892358340716859E-01   9.549626292496061E-03  -2.868958534146905E-02  -1.931851326105099E-03   3.317760205156042E-01   6.721304797419020E+00   1.012314171172360E+00   6.676215541372040E+00  -5.664790565589884E-01   6.666688717635189E+00  -3.429366624297935E-02
   2.000000000000000E+00   2.100000000000000E+00   6.871815922063751E+00  -3.222288964378776E+00   6.228706855732406E+00  -1.588024730848072E+00  -4.597243070645544E-02   3.294655713936633E-01   8.001183023841808E+00  -2.751812534296518E-01   8.012590194341819E+00   1.473541343094845E-01   2.479061029607556E-01  -8.428024073725827E-01   8.496474241312581E-03  -2.589320450589523E-02  -1.695970930084237E-03   3.097042639900162E-01   6.715838837279176E+00   9.494269324987843E-01   6.674973073538333E+00  -5.282624556758666E-01   6.666683892835566E+00  -3.031058201039107E-02
   2.000000000000000E+00   2.200000000000000E+00   6.823203499641344E+00  -3.128510794574634E+00   6.215478469406376E+00  -1.543669519235535E+00  -4.237621972236105E-02   3.132731392501464E-01   8.001023746074788E+00  -2.559846347630576E-01   8.011282068302927E+00   1.365690835107623E-01   2.286862066277748E-01  -8.000310332254258E-01   7.578622236012618E-03  -2.343052301572238E-02  -1.492041265198088E-03   2.895124073282698E-01   6.711016088312014E+00   8.913497878258642E-01   6.673913582894455E+00  -4.933532915738717E-01   6.666680204031209E+00  -2.686995053156242E-02
   2.000000000000000E+00   2.300000000000001E+00   6.778663843177227E+00  -3.040555171731471E+00   6.203403174473039E+00  -1.501898691591040E+00  -3.915557158555202E-02   2.982727460626614E-01   8.000888934866820E+00  -2.385333375404990E-01   8.010138460770163E+00   1.268276759868360E-01   2.113854359087832E-01  -7.605386647388424E-01   6.776359765426286E-03  -2.125474509582509E-02  -1.315398888105582E-03   2.710083250320667E-01   6.706752015906723E+00   8.376745339703275E-01   6.673007183021313E+00  -4.614076610834389E-01   6.666677365644490E+00  -2.388750858093001E-02
   2.000000000000000E+00   2.400000000000000E+00   6.737746693545079E+00  -2.957862993498021E+00   6.192347926465171E+00  -1.462480379034296E+00  -3.626160716469171E-02   2.843470228414243E-01   8.000774387613518E+00  -2.226333413366034E-01   8.009135374518834E+00   1.180045122447241E-01   1.957745123186126E-01  -7.239911313906165E-01   6.073170216432050E-03  -1.932657403677999E-02  -1.162091098895047E-03   2.540224838885021E-01   6.702973936330704E+00   7.880255741475486E-01   6.672229317696300E+00  -4.321228146718694E-01   6.666675168252328E+00  -2.129362533887268E-02
   2.000000000000000E+00   2.500000000000000E+00   6.700062816826504E+00  -2.879946483783372E+00   6.182198605157629E+00  -1.425210750873680E+00  -3.365302277199856E-02   2.713931361905111E-01   8.000676696719562E+00  -2.081159614246007E-01   8.008252758746785E+00   1.099921806934268E-01   1.816553310155286E-01  -6.900960061230300E-01   5.455163317316223E-03  -1.761286624912295E-02  -1.028767813579770E-03   2.384049785018666E-01   6.699619344085782E+00   7.420589726240012E-01   6.671559735743969E+00  -4.052316692080953E-01   6.666673457161933E+00  -1.903050488830632E-02
   2.000000000000000E+00   2.600000000000000E+00   6.665274338835624E+00  -2.806378134130282E+00   6.172856839234325E+00  -1.389909783203166E+00  -3.129473674309544E-02   2.593206127249159E-01   8.000593085935305E+00  -1.948340675216888E-01   8.007473791590773E+00   1.026982598389278E-01   1.688563309108309E-01  -6.585965948389192E-01   4.910617024542131E-03  -1.608555185567522E-02  -9.125883724487641E-04   2.240229900036776E-01   6.696634450340742E+00   6.994608212043337E-01   6.670981676315408E+00  -3.804981130325017E-01   6.666672117315270E+00  -1.704997056888345E-02
   2.000000000000000E+00   3.100000000000000E+00   6.525639959325115E+00  -2.491992021914668E+00   6.135634359292928E+00  -1.237909399111610E+00  -2.234544354043414E-02   2.096746898074444E-01   8.000319321894835E+00  -1.429594942678238E-01   8.004707050894163E+00   7.454778987406864E-02   1.200726278464170E-01  -5.299761225987794E-01   2.989831729451302E-03  -1.052060613899910E-02  -5.160263959082577E-04   1.669422735374207E-01   6.685838040275307E+00   5.278531461743828E-01   6.669049956264668E+00  -2.826363364882655E-01   6.666668609003349E+00  -1.017798210682254E-02
   2.000000000000000E+00   3.600000000000000E+00   6.426532783651897E+00  -2.244554963478723E+00   6.109490936168751E+00  -1.117105823047870E+00  -1.655026726848238E-02   1.731587242952085E-01   8.000182185642174E+00  -1.079821588603037E-01   8.003109760891657E+00   5.587563240208867E-02   8.842385610262328E-02  -4.362931583935109E-01   1.900995483975713E-03  -7.171489672702628E-03  -3.050504759255169E-04   1.275629415311341E-01   6.679455243248917E+00   4.070555293503806E-01   6.668052423911973E+00  -2.154303525528188E-01   6.666667429001785E+00  -6.376352995319716E-03
   2.000000000000000E+00   4.100000000000000E+00   6.353484843344916E+00  -2.043945129143283E+00   6.090376307351569E+00  -1.018525889369741E+00  -1.261931260872672E-02   1.454785783396880E-01   8.000109058452264E+00  -8.354541336890250E-02   8.002136771056520E+00   4.298352285207949E-02   6.701717978916057E-02  -3.657661779728654E-01   1.253728012720079E-03  -5.057462889996926E-03  -1.875278518065152E-04   9.957235954122595E-02   6.675507739006541E+00   3.199446908451885E-01   6.667508263343550E+00  -1.678316148912603E-01   6.666666990803078E+00  -4.157797014427878E-03
   2.000000000000000E+00   4.600000000000000E+00   6.297999095343942E+00  -1.877567831659301E+00   6.075949334254734E+00  -9.364049161247289E-01  -9.852528787581853E-03   1.239777693366646E-01   8.000067978643914E+00  -6.595961021205972E-02   8.001517016244145E+00   3.378715407948236E-02   5.202395286928754E-02  -3.112488467473790E-01   8.530959240759579E-04  -3.669379904139161E-03  -1.193079132802275E-04   7.915933286979714E-02   6.672968139045707E+00   2.557247053445211E-01   6.667197195411791E+00  -1.332174775681564E-01   6.666666814096986E+00  -2.804095296180236E-03
   2.000000000000000E+00   5.100000000000000E+00   6.254805338810025E+00  -1.737084116207380E+00   6.064775866108747E+00  -8.668498102435906E-01  -7.845469532535265E-03   1.069349265517057E-01   8.000043861624080E+00  -5.298263236183601E-02   8.001107137842745E+00   2.704670008644969E-02   4.120893744628407E-02  -2.681841079898616E-01   5.963618200744414E-04  -2.727229704700843E-03  -7.823094784816267E-05   6.393742281671295E-02   6.671277281824135E+00   2.074330313478736E-01   6.667012057040195E+00  -1.074650710174455E-01   6.666666737696808E+00  -1.946348918126630E-03
   2.000000000000000E+00   5.600000000000000E+00   6.220486531760136E+00  -1.616723439499296E+00   6.055935350181756E+00  -8.071261357667322E-01  -6.352413290998751E-03   9.319218280443074E-02   8.000029157645320E+00  -4.319833448156963E-02   8.000827247750404E+00   2.199153291906891E-02   3.320961916620713E-02  -2.335446943687498E-01   4.268084285363773E-04  -2.069413942187903E-03  -5.268129911423599E-05   5.236368811496509E-02   6.670117389943254E+00   1.704703953634266E-01   6.666897937569391E+00  -8.792132114273250E-02   6.666666702632511E+00  -1.384983112431322E-03
   2.000000000000000E+00   6.100000000000000E+00   6.192744304352613E+00  -1.512348660695086E+00   6.048813750085987E+00  -7.552513381549699E-01  -5.217761487116787E-03   8.194625473788428E-02   8.000019894058299E+00  -3.568224905351545E-02   8.000630788865033E+00   1.812477642307418E-02   2.716386929706935E-02  -2.052503719647749E-01   3.118380652288087E-04  -1.598777995114974E-03  -3.632427676427008E-05   4.341199078724183E-02   6.669300694890456E+00   1.417277234141343E-01   6.666825400064069E+00  -7.282861208901943E-02   6.666666685685155E+00  -1.007134199914093E-03
   2.000000000000000E+00   6.600000000000000E+00   6.169984238982969E+00  -1.420906605657295E+00   6.042988082125245E+00  -7.097498022379730E-01  -4.339504667041277E-03   7.262510170141670E-02   8.000013888088205E+00  -2.981340618259359E-02   8.000489558278527E+00   1.511592781604982E-02   2.250819474258113E-02  -1.818305177524737E-01   2.320433265064422E-04  -1.254820602263483E-03  -2.557931905335704E-05   3.638262802933958E-02   6.668712320775530E+00   1.190576968956755E-01   6.666778025752818E+00  -6.099230140150166E-02   6.666666677114873E+00  -7.464834463325025E-04
   2.000000000000000E+00   7.100000000000000E+00   6.151070745409380E+00  -1.340089178729087E+00   6.038158883339332E+00  -6.694987228597770E-01  -3.648760333016419E-03   6.481211052139874E-02   8.000009894289258E+00  -2.516416690145064E-02   8.000385885713996E+00   1.273916958629363E-02   1.886370572768616E-02  -1.622200623936604E-01   1.755047417650532E-04  -9.986960935217807E-04  -1.835622702244347E-05   3.078775977937150E-02   6.668279773231138E+00   1.009477167130946E-01   6.666746330644763E+00  -5.158170580927463E-02   6.666666672604286E+00  -5.627370062035833E-04
   2.000000000000000E+00   7.600000000000000E+00   6.135176433081686E+00  -1.268115713846516E+00   6.034109084678323E+00  -6.336274978713771E-01  -3.097814067580240E-03   5.819788045387645E-02   8.000007178032345E+00  -2.143348973881266E-02   8.000308367465241E+00   1.083655715589836E-02   1.596921047019149E-02  -1.456314324384577E-01   1.346965632939156E-04  -8.047849546943404E-04  -1.339879134879578E-05   2.628042752646614E-02   6.667956019005612E+00   8.631291757795732E-02   6.666724663329839E+00  -4.400737006671163E-02   6.666666670144543E+00  -4.306815545976007E-04
   3.000000000000000E+00   9.999999747378752E-06   1.014111985859864E+01  -9.120203071850622E+00   8.086517255215719E+00  -5.587591264036543E+00  -5.515018534895213E-01   1.522550094713675E+00   8.053082692828047E+00  -3.397343300633811E+00   8.160843357918653E+00   2.652527499620052E+00   5.231993101330670E-01  -2.193159299018425E+00   1.223966895288363E-01  -4.674072389958033E-01   8.584889972837436E-04   2.097227597830531E+00   6.823473676784552E+00  -1.515777671236529E+00   6.828502340085644E+00  -4.363079877872587E+00   6.683876257193214E+00  -1.762306126909479E+00
   3.000000000000000E+00   1.999999949475750E-05   1.014108468066710E+01  -9.120153923752707E+00   8.086466699678951E+00  -5.587516653797516E+00  -5.514876176253791E-01   1.522525809611497E+00   8.053081089817045E+00  -3.397291665000000E+00   8.160839628436237E+00   2.652467136597317E+00   5.232222320498009E-01  -2.193171713858646E+00   1.223945667793564E-01  -4.673972812376288E-01   8.577200508377011E-04   2.097216924011884E+00   6.823469178032752E+00  -1.515536460377224E+00   6.828499415937027E+00  -4.363042937160189E+00   6.683875394520583E+00  -1.762261842687419E+00
   3.000000000000000E+00   2.999999924213625E-05   1.014104950251244E+01  -9.120104775160321E+00   8.086416146145512E+00  -5.587442046040227E+00  -5.514733822837762E-01   1.522501525238196E+00   8.053079486862783E+00  -3.397240030429580E+00   8.160835899074671E+00   2.652406775671014E+00   5.232451523757959E-01  -2.193184127205119E+00   1.223924440720887E-01  -4.673873237453802E-01   8.569511539772783E-04   2.097206249870756E+00   6.823464679926410E+00  -1.515295261304882E+00   6.828496491829582E+00  -4.363005996408552E+00   6.683874531895620E+00  -1.762217559810970E+00
   3.000000000000000E+00   3.999999898951501E-05   1.014101432413471E+01  -9.120055626073526E+00   8.086365594615287E+00  -5.587367440764548E+00  -5.514591474646872E-01   1.522477241593742E+00   8.053077883965262E+00  -3.397188396922527E+00   8.160832169833940E+00   2.652346416841047E+00   5.232680711111284E-01  -2.193196539057910E+00   1.223903214070318E-01  -4.673773665190493E-01   8.561823066998456E-04   2.097195575407174E+00   6.823460182465425E+00  -1.515054074018915E+00   6.828493567763306E+00  -4.362969055617711E+00   6.683873669318322E+00  -1.762173278280081E+00
   3.000000000000000E+00   4.999999873689376E-05   1.014097914553394E+01  -9.120006476492373E+00   8.086315045088172E+00  -5.587292837970350E+00  -5.514449131680859E-01   1.522452958678100E+00   8.053076281124477E+00  -3.397136764478807E+00   8.160828440714045E+00   2.652286060107313E+00   5.232909882558749E-01  -2.193208949417082E+00   1.223881987841849E-01  -4.673674095586279E-01   8.554135090028023E-04   2.097184900621164E+00   6.823455685649737E+00  -1.514812898518731E+00   6.828490643738208E+00  -4.362932114787692E+00   6.683872806788686E+00  -1.762128998094707E+00
   3.000000000000000E+00   5.999999848427251E-05   1.014094396671015E+01  -9.119957326416930E+00   8.086264497564049E+00  -5.587218237657496E+00  -5.514306793939460E-01   1.522428676491234E+00   8.053074678340428E+00  -3.397085133098392E+00   8.160824711714977E+00   2.652225705469709E+00   5.233139038101156E-01  -2.193221358282709E+00   1.223860762035464E-01  -4.673574528641063E-01   8.546447608834598E-04   2.097174225512745E+00   6.823451189479268E+00  -1.514571734803742E+00   6.828487719754276E+00  -4.362895173918512E+00   6.683871944306708E+00  -1.762084719254797E+00
   3.000000000000000E+00   6.999999823165126E-05   1.014090878766338E+01  -9.119908175847234E+00   8.086213952042806E+00  -5.587143639825856E+00  -5.514164461422423E-01   1.522404395033112E+00   8.053073075613112E+00  -3.397033502781257E+00   8.160820982836734E+00   2.652165352928140E+00   5.233368177739214E-01  -2.193233765654846E+00   1.223839536651152E-01  -4.673474964354762E-01   8.538760623391486E-04   2.097163550081948E+00   6.823446693953937E+00  -1.514330582873390E+00   6.828484795811522E+00  -4.362858233010215E+00   6.683871081872388E+00  -1.762040441760303E+00
   3.000000000000000E+00   7.999999797903001E-05   1.014087360839367E+01  -9.119859024783359E+00   8.086163408524333E+00  -5.587069044475302E+00  -5.514022134129479E-01   1.522380114303699E+00   8.053071472942525E+00  -3.396981873527373E+00   8.160817254079303E+00   2.652105002482497E+00   5.233597301473737E-01  -2.193246171533569E+00   1.223818311688899E-01  -4.673375402727288E-01   8.531074133672980E-04   2.097152874328791E+00   6.823442199073678E+00  -1.514089442727077E+00   6.828481871909938E+00  -4.362821292062813E+00   6.683870219485721E+00  -1.761996165611176E+00
   3.000000000000000E+00   8.999999772640876E-05   1.014083842890104E+01  -9.119809873225352E+00   8.086112867008515E+00  -5.586994451605699E+00  -5.513879812060380E-01   1.522355834302963E+00   8.053069870328667E+00  -3.396930245336712E+00   8.160813525442684E+00   2.652044654132686E+00   5.233826409305465E-01  -2.193258575918937E+00   1.223797087148695E-01  -4.673275843758558E-01   8.523388139651702E-04   2.097142198253306E+00   6.823437704838401E+00  -1.513848314364211E+00   6.828478948049527E+00  -4.362784351076346E+00   6.683869357146704E+00  -1.761951890807370E+00
