                  lambda                      s^                    X11A                    X12A                    Y11A                    Y12A                    Y11B                    Y12B                    X11C                    X12C                    Y11C                    Y12C                    X11G                    X12G                    Y11G                    Y12G                    Y11H                    Y12H                    X11M                    X12M                    Y11M                    Y12M                    Z11M                    Z12M
   2.500000000000000E-01   7.999999797903001E-04   7.760905790035635E+00  -1.878772958883478E+00   7.206617112038245E+00  -1.544507091700187E+00  -1.074459140720874E+00   1.348240183187614E+00   8.032823589991976E+00  -6.418553526639864E-02   9.004899304376611E+00   5.697092209831851E-02   9.732119938733109E-01  -1.085793227186817E+00   5.680738699632990E-01  -7.434411405532265E-01   4.457676192449911E-01   9.214780231990199E-02   7.104627887369819E+00  -7.070645369743261E-02   7.360201199860620E+00  -7.226285676629535E-02   6.679266642847153E+00  -3.626262724102524E-02
   2.500000000000000E-01   9.999999747378752E-04   7.760775161973616E+00  -1.878698457654416E+00   7.206058728942889E+00  -1.544028535975973E+00  -1.073889097218024E+00   1.347735280043499E+00   8.032803829903662E+00  -6.416613330907885E-02   9.004308231967471E+00   5.693855229277053E-02   9.733994638315852E-01  -1.085996981761025E+00   5.676696542604511E-01  -7.430160424244159E-01   4.454028740628913E-01   9.210900660861912E-02   7.104649991981997E+00  -7.060980640754402E-02   7.359597470680924E+00  -7.225803955468355E-02   6.679254031063453E+00  -3.624444017442541E-02
   2.500000000000000E-01   2.000000094994903E-03   7.760120885737104E+00  -1.878325002800217E+00   7.203274046856179E+00  -1.541641699016427E+00  -1.071046376548393E+00   1.345216865571696E+00   8.032705237984343E+00  -6.406924189724046E-02   9.001360717549076E+00   5.677716539453023E-02   9.743330123309414E-01  -1.087012249796128E+00   5.656546516734187E-01  -7.408961874452512E-01   4.435850598788058E-01   9.191547817656126E-02   7.104762379271708E+00  -7.012771992727940E-02   7.356589011556014E+00  -7.223377583131121E-02   6.679191180390163E+00  -3.615366976545959E-02
   2.500000000000000E-01   4.000000189989805E-03   7.758806675975718E+00  -1.877573363896681E+00   7.197740598859492E+00  -1.536897524399571E+00  -1.065398162318446E+00   1.340210331636940E+00   8.032509092360462E+00  -6.387604940060228E-02   8.995504662095671E+00   5.645668548502496E-02   9.761811537249763E-01  -1.089025313414069E+00   5.616548062512969E-01  -7.366844630917062E-01   4.399787693863424E-01   9.153065693900736E-02   7.104996293736711E+00  -6.916927029468202E-02   7.350622638981907E+00  -7.218436936109414E-02   6.679066513654664E+00  -3.597295051319056E-02
   2.500000000000000E-01   6.000000284984708E-03   7.757484968494751E+00  -1.876815448666452E+00   7.192254517086811E+00  -1.532192247052637E+00  -1.059799048996177E+00   1.335243751050174E+00   8.032314321720280E+00  -6.368364060319205E-02   8.989700019893981E+00   5.613922925884858E-02   9.780041288312131E-01  -1.091015189936360E+00   5.576947170276089E-01  -7.325096517153972E-01   4.364111378983588E-01   9.114878526828032E-02   7.105242022414267E+00  -6.821839602478602E-02   7.344722855416546E+00  -7.213380995204899E-02   6.678943212610518E+00  -3.579332017071491E-02
   2.500000000000000E-01   8.000000379979610E-03   7.756155817997924E+00  -1.876051292511581E+00   7.186815185382243E+00  -1.527525353485333E+00  -1.054248404725921E+00   1.330316604587782E+00   8.032120915012323E+00  -6.349201146598901E-02   8.983946140055219E+00   5.582475560672272E-02   9.798020668853615E-01  -1.092982010049990E+00   5.537738448091309E-01  -7.283712797415713E-01   4.328816246421269E-01   9.076982626160328E-02   7.105499126635657E+00  -6.727503109794972E-02   7.338888710505918E+00  -7.208212013890480E-02   6.678821260912658E+00  -3.561477100250082E-02
   2.500000000000000E-01   1.000000047497451E-02   7.754819279357060E+00  -1.875280931050711E+00   7.181421998354059E+00  -1.522896339294572E+00  -1.048745608594490E+00   1.325428382194879E+00   8.031928861285545E+00  -6.330115797560558E-02   8.978242382822538E+00   5.551322414997101E-02   9.815750971553718E-01  -1.094925903896888E+00   5.498916599259944E-01  -7.242688818025070E-01   4.293896984770146E-01   9.039374365961556E-02   7.105767176852837E+00  -6.633911034440845E-02   7.333119270938488E+00  -7.202932202875030E-02   6.678700642428572E+00  -3.543729533714948E-02
   2.500000000000000E-01   1.999999955296516E-02   7.748027696190081E+00  -1.871337305653157E+00   7.155127772631808E+00  -1.500302419344576E+00  -1.021928358226561E+00   1.301553899457965E+00   8.030988511114534E+00  -6.235838665746350E-02   8.950453797466784E+00   5.399833590559384E-02   9.900711566459428E-01  -1.104305995843535E+00   5.310431504429353E-01  -7.042807698226512E-01   4.124759344712253E-01   8.855525118538209E-02   7.107257200515871E+00  -6.176894624622375E-02   7.305211137764499E+00  -7.174945205277777E-02   6.678116998161593E+00  -3.456575558601107E-02
   2.500000000000000E-01   3.999999910593033E-02   7.733922357127154E+00  -1.863005677461294E+00   7.105680257390727E+00  -1.457689281827073E+00  -9.715541051372277E-01   1.256454950133134E+00   8.029203262412908E+00  -6.052878058190116E-02   8.898297133543810E+00   5.116791850631523E-02   1.005269559150151E+00  -1.121420086379869E+00   4.959680499502723E-01  -6.667565046051860E-01   3.811872440226126E-01   8.507483148474661E-02   7.110835356070385E+00  -5.315169959952493E-02   7.253755722827728E+00  -7.111818308739148E-02   6.677040997670969E+00  -3.289895359257217E-02
   2.500000000000000E-01   5.999999865889549E-02   7.719167663868288E+00  -1.854112993025109E+00   7.060013716835528E+00  -1.418171010171024E+00  -9.251086544822699E-01   1.214547303116307E+00   8.027537145880077E+00  -5.877066942838149E-02   8.850269052743728E+00   4.857627936388529E-02   1.018183987416363E+00  -1.136442669661562E+00   4.640336984816891E-01  -6.321881079667383E-01   3.529282736824325E-01   8.183210926385255E-02   7.114937318735212E+00  -4.518539673798158E-02   7.207491315080556E+00  -7.040610028152397E-02   6.676075304594772E+00  -3.132809624604410E-02
   2.500000000000000E-01   7.999999821186066E-02   7.703820155855312E+00  -1.844697885588755E+00   7.017704466262410E+00  -1.381396343249165E+00  -8.821559957326061E-01   1.175475390848808E+00   8.025981130766739E+00  -5.708054414731822E-02   8.805918153401748E+00   4.619535502650684E-02   1.028943027897177E+00  -1.149493918636821E+00   4.348710239320026E-01  -6.002488092074203E-01   3.273302737696013E-01   7.880167373976363E-02   7.119291861252908E+00  -3.781952531118041E-02   7.165771852697526E+00  -6.962812361020540E-02   6.675207675399290E+00  -2.984674580451723E-02
   2.500000000000000E-01   9.999999776482582E-02   7.687936135579339E+00  -1.834799530025388E+00   6.978390536645074E+00  -1.347065901863841E+00  -8.423230178406957E-01   1.138935970913568E+00   8.024526952862482E+00  -5.545510491556865E-02   8.764857243344816E+00   4.400125518459227E-02   1.037674027639643E+00  -1.160689967518008E+00   4.081654186236741E-01  -5.706589472005554E-01   3.040795400864801E-01   7.596179275193334E-02   7.123683121842532E+00  -3.100872335445887E-02   7.128048591949824E+00  -6.879674930895802E-02   6.674427329151307E+00  -2.844896136608829E-02
   2.500000000000000E-01   2.000000000000002E-01   7.602360026205374E+00  -1.779413765684045E+00   6.817199537680036E+00  -1.204212181923960E+00  -6.800779667966362E-01   9.862479998454455E-01   8.018539546751985E+00  -4.819557954471516E-02   8.598609057265676E+00   3.520717609921127E-02   1.055203493852001E+00  -1.192635797730215E+00   3.032290685802328E-01  -4.505457139886835E-01   2.148291881877374E-01   6.404562949987257E-02   7.141455727013806E+00  -3.965494130422978E-03   6.985069415399446E+00  -6.415495829968811E-02   6.671538325953189E+00  -2.253520219879749E-02
   2.500000000000000E-01   2.999999999999998E-01   7.510940676482387E+00  -1.717479463977227E+00   6.697944954710738E+00  -1.095423338155221E+00  -5.616810751368276E-01   8.694009850013654E-01   8.014191641417762E+00  -4.215568875242351E-02   8.478901385468674E+00   2.893707365872783E-02   1.039466636548955E+00  -1.193376186318563E+00   2.313207550614214E-01  -3.635480774964485E-01   1.561707507499221E-01   5.490325663566990E-02   7.146878651784533E+00   1.407924811266533E-02   6.893165500084748E+00  -5.922681254100531E-02   6.669789231613202E+00  -1.803938835203820E-02
   2.500000000000000E-01   3.999999999999999E-01   7.418480349529061E+00  -1.652706274384941E+00   6.606107109019173E+00  -1.008917442093175E+00  -4.719642116732181E-01   7.763454655914857E-01   8.010989010989009E+00  -3.708791208791208E-02   8.389685990754502E+00   2.426591366172602E-02   1.002252544514170E+00  -1.172961520857104E+00   1.801183448890735E-01  -2.982499454197197E-01   1.161078987585398E-01   4.764430126994049E-02   7.139422602396543E+00   2.583808263803976E-02   6.831728645207495E+00  -5.439971002592781E-02   6.668706557472514E+00  -1.457921958295174E-02
   2.500000000000000E-01   5.000000000000000E-01   7.328248768327121E+00  -1.587763108924853E+00   6.533231026835565E+00  -9.379014595154715E-01  -4.020336791987136E-01   7.000698645124092E-01   8.008599167878200E+00  -3.280322219162912E-02   8.321459134802884E+00   2.066811925658675E-02   9.524214443734917E-01  -1.139004805247420E+00   1.425848660999738E-01  -2.479294945005184E-01   8.792431640947912E-02   4.173870397527413E-02   7.121962013912800E+00   3.320873401112458E-02   6.789383048527274E+00  -4.984574285407076E-02   6.668022713577881E+00  -1.188627859435149E-02
   2.500000000000000E-01   6.000000000000001E-01   7.242238371476403E+00  -1.524397139731555E+00   6.474042896999149E+00  -8.781702388992367E-01  -3.463134796425693E-01   6.361841681126490E-01   8.006794515866897E+00  -2.915537374917395E-02   8.268218523886636E+00   1.782406100825114E-02   8.962200787268962E-01  -1.097004365107573E+00   1.144334393521931E-01  -2.083530562378080E-01   6.762188055921681E-02   3.684652774406973E-02   7.097902773051487E+00   3.753289621529233E-02   6.759462206143475E+00  -4.563371061657082E-02   6.667582702919580E+00  -9.769009893502573E-03
   2.500000000000000E-01   7.000000000000002E-01   7.161505599377778E+00  -1.463649563500118E+00   6.425073046067215E+00  -8.269705529859849E-01  -3.011237597223589E-01   5.817769046827427E-01   8.005416781084751E+00  -2.602990773710430E-02   8.225985697949961E+00   1.552865523763277E-02   8.378311943517699E-01  -1.050782305798952E+00   9.292091419112128E-02  -1.767147372148961E-01   5.270686965008538E-02   3.273695789676935E-02   7.070155906347164E+00   3.975842349879449E-02   6.737876476337752E+00  -4.178097459928994E-02   6.667294710189268E+00  -8.088718277634303E-03
   2.500000000000000E-01   7.999999999999998E-01   7.086476576686056E+00  -1.406065917586180E+00   6.383939718292615E+00  -7.824161130919602E-01  -2.639359344148252E-01   5.348258917507100E-01   8.004354296891609E+00  -2.333630990347408E-02   8.192023208722974E+00   1.364446553196553E-02   7.799250294869484E-01  -1.002911804369352E+00   7.622295205659421E-02  -1.510799443574561E-01   4.156567504139199E-02   2.924616048349941E-02   7.040896275288929E+00   4.055256502567148E-02   6.722024195400103E+00  -3.827916967256319E-02   6.667103217272583E+00  -6.743663633821256E-03
   2.500000000000000E-01   8.999999999999999E-01   7.017180573047533E+00  -1.351864567978761E+00   6.348950486515701E+00  -7.431653093493850E-01  -2.329550041100421E-01   4.938727867711845E-01   8.003527226601946E+00  -2.100232656125813E-02   8.164390687259818E+00   1.207601114675891E-02   7.241169593733112E-01  -9.550733706768213E-01   6.308805030661854E-02  -1.300723446114298E-01   3.312262247687731E-02   2.625371598452071E-02   7.011619775419657E+00   4.038341270812019E-02   6.710200334726967E+00  -3.510754518964188E-02   6.666974011922153E+00  -5.658321900910612E-03
   2.500000000000000E-01   1.000000000000000E+00   6.953413358001727E+00  -1.301059005843717E+00   6.318867876437857E+00  -7.082336002065853E-01  -2.068721601285607E-01   4.578328170776494E-01   8.002877786549350E+00  -1.896978438293179E-02   8.141679059782714E+00   1.075492019376333E-02   6.713124070598068E-01  -9.083273726148189E-01   5.263550242301697E-02  -1.126876044400110E-01   2.664269002652530E-02   2.366862589127483E-02   6.983286705258802E+00   3.957841603488045E-02   6.701259255084938E+00  -3.224007041553049E-02   6.666885638466609E+00  -4.776014205531962E-03
   2.500000000000000E-01   1.100000000000000E+00   6.894845182861708E+00  -1.253541488617395E+00   6.292765100640158E+00  -6.768791141153763E-01  -1.847114950600248E-01   4.258780770882299E-01   8.002363676532875E+00  -1.719147646262643E-02   8.122844267637158E+00   9.630957242410318E-03   6.219526114677184E-01  -8.633121012255265E-01   4.423215654441581E-02  -9.817734798500116E-02   2.161299411264268E-02   2.142057276715322E-02   6.956467125098690E+00   3.836605683808118E-02   6.694414558640947E+00  -2.964924849887238E-02   6.666824420459346E+00  -4.053773006099840E-03
   2.500000000000000E-01   1.200000000000000E+00   6.841089137599051E+00  -1.209137946453101E+00   6.269933762498000E+00  -6.485300824784799E-01  -1.657313735962647E-01   3.973629505826901E-01   8.001953601953600E+00  -1.562881562881563E-02   8.107099406331065E+00   8.666389847002375E-03   5.761836580610754E-01  -8.203832387645766E-01   3.741447165871313E-02  -8.597405132889574E-02   1.766913060136416E-02   1.945422227240505E-02   6.931460818886432E+00   3.690529470074450E-02   6.689116305509097E+00  -2.730813560758901E-02   6.666781506927145E+00  -3.458718433159225E-03
   2.500000000000000E-01   1.300000000000000E+00   6.791742727337794E+00  -1.167642860105757E+00   6.249822827255890E+00  -6.227372081680708E-01  -1.493589144899146E-01   3.717747316188765E-01   8.001624181024740E+00  -1.425004723782128E-02   8.093842615976444E+00   7.832332404609611E-03   5.339699643072652E-01  -7.797101171189709E-01   3.183770013399051E-02  -7.564085353722837E-02   1.454806441921314E-02   1.772537027596040E-02   6.908387638646243E+00   3.530626450120501E-02   6.684973547224363E+00  -2.519136090979156E-02   6.666751088070892E+00  -2.965469209447776E-03
   2.500000000000000E-01   1.400000000000000E+00   6.746412015672518E+00  -1.128840720415625E+00   6.231997101255446E+00  -5.991414542562359E-01  -1.351452616676296E-01   3.486999037409611E-01   8.001357782197363E+00  -1.302887487432911E-02   8.082607628442862E+00   7.106303449645740E-03   4.951691002084455E-01  -7.413412876955878E-01   2.724188707584635E-02  -6.683709966608770E-02   1.205725263898187E-02   1.619825526954300E-02   6.887252146537371E+00   3.364479058827823E-02   6.681704256430764E+00  -2.327558516009811E-02   6.666729299402262E+00  -2.554271830807490E-03
   2.500000000000000E-01   1.500000000000000E+00   6.704724734146891E+00  -1.092518737882961E+00   6.216108273485412E+00  -5.774516808674022E-01  -1.227343174948191E-01   3.278004803867941E-01   8.001140994574643E+00  -1.194339413767410E-02   8.073029105216234E+00   6.470551274387964E-03   4.595803379117964E-01  -7.052487781034538E-01   2.342860866543349E-02  -5.929413269647561E-02   1.005397384054281E-02   1.484363321947309E-02   6.867988350267574E+00   3.197256323902280E-02   6.679102274075872E+00  -2.153964490917599E-02   6.666713538191346E+00  -2.209634543184815E-03
   2.500000000000000E-01   1.600000000000000E+00   6.666336580680354E+00  -1.058473965378166E+00   6.201874273934234E+00  -5.574287534916648E-01  -1.118404308894651E-01   3.087970046430235E-01   8.000963534364489E+00  -1.097525862052742E-02   8.064817879916852E+00   5.910879744318246E-03   4.269756322314398E-01  -6.713577443066610E-01   2.024474599543955E-02  -5.279794488985295E-02   8.431230650043437E-03   1.363736692167709E-02   6.850489893748492E+00   3.032428365725536E-02   6.677015079659289E+00  -1.996452416690324E-02   6.666702030860890E+00  -1.919320132849585E-03
   2.500000000000000E-01   1.700000000000000E+00   6.630933426224257E+00  -1.026516922122485E+00   6.189064274375623E+00  -5.388740133954442E-01  -1.022321840039148E-01   2.914560746188004E-01   8.000817455159522E+00  -1.010902250864133E-02   8.057742981410293E+00   5.415807945336671E-03   3.971189831224113E-01  -6.395661952030780E-01   1.757097204413322E-02  -4.717652860221927E-02   7.107975666193426E-03   1.255937205620202E-02   6.834629980487623E+00   2.872269233001340E-02   6.675328589450018E+00  -1.853323575343003E-02   6.666693555439494E+00  -1.673596466568683E-03
   2.500000000000000E-01   1.800000000000000E+00   6.598231149159505E+00  -9.964730733583643E-01   6.177487601285280E+00  -5.216207561399655E-01  -9.372041948596004E-02   2.755810178047748E-01   8.000696572207026E+00  -9.331618687513660E-03   8.051618389141312E+00   4.975957671860069E-03   3.697781853352483E-01  -6.097580012550426E-01   1.531345848981185E-02  -4.229051306294437E-02   6.022234379176746E-03   1.159281644543503E-02   6.820274211489036E+00   2.718211780240904E-02   6.673956603524760E+00  -1.723066009751118E-02   6.666687261194833E+00  -1.464674017513027E-03
   2.500000000000000E-01   1.900000000000000E+00   6.567974167617106E+00  -9.681830325099267E-01   6.166985414354527E+00  -5.055278275670068E-01  -8.614927136137658E-02   2.610048033741055E-01   8.000596038924819E+00  -8.631941645867065E-03   8.046293147695666E+00   4.583599593382640E-03   3.447316340051615E-01  -5.818113738867334E-01   1.339782070197282E-02  -3.802614027511727E-02   5.126201735497039E-03   1.072350279829899E-02   6.807288614173654E+00   2.571098857929192E-02   6.672833379395307E+00  -1.604336899375043E-02   6.666682549992144E+00  -1.286280300812238E-03
   2.500000000000000E-01   2.000000000000000E+00   6.539933324734882E+00  -9.415020339623648E-01   6.157424374435834E+00  -4.904747382812076E-01  -7.938935882624018E-02   2.475845754800989E-01   8.000512032770095E+00  -8.000512032770095E-03   8.041643902214938E+00   4.232311977511804E-03   3.217719526854291E-01  -5.556042979453757E-01   1.176464280928049E-02  -3.428993258180480E-02   4.382703481055704E-03   9.939386844122248E-03   6.795544452976117E+00   2.431361593507370E-02   6.671908340308767E+00  -1.495944982160115E-02   6.666678997356143E+00  -1.133335429550544E-03
   2.500000000000000E-01   2.100000000000000E+00   6.513903519469477E+00  -9.162990186554566E-01   6.148691765238051E+00  -4.763578856199458E-01  -7.333256085683504E-02   2.351973809571746E-01   8.000441520361553E+00  -7.429205282905639E-03   8.037569202152389E+00   3.916720596558021E-03   3.007076073972980E-01  -5.310179200720798E-01   1.036613387288529E-02  -3.100460099973585E-02   3.762614071036370E-03   9.230196964630498E-03   6.784920915856198E+00   2.299146207300010E-02   6.671142261117987E+00  -1.396833857657140E-02   6.666676299377679E+00  -1.001702973322651E-03
   2.500000000000000E-01   2.200000000000000E+00   6.489701311390666E+00  -8.924555427102960E-01   6.140691692542217E+00  -4.630875958511087E-01  -6.788796181672879E-02   2.237367908045468E-01   8.000382080530397E+00  -6.911030843779632E-03   8.033985112568898E+00   3.632298086532273E-03   2.813632697255048E-01  -5.079385710992387E-01   9.163604016077609E-03  -2.810587514973601E-02   3.242953332216189E-03   8.587130987013900E-03   6.775306421096225E+00   2.174404353911164E-02   6.670504489840488E+00  -1.306066581331518E-02   6.666674236634956E+00  -8.879973303131865E-04
   2.500000000000000E-01   2.300000000000001E+00   6.467162626202773E+00  -8.698646353386309E-01   6.133342092467506E+00  -4.505857824250188E-01  -6.297867512897365E-02   2.131101999126207E-01   8.000331770055803E+00  -6.439951617889884E-03   8.030821802994920E+00   3.375207453211259E-03   2.635794268100513E-01  -4.862588810693944E-01   8.125541794053419E-03  -2.554002553523395E-02   2.805470213511578E-03   8.002612365877352E-03   6.766599046209222E+00   2.056957510682392E-02   6.669970903646710E+00  -1.222811709988967E-02   6.666672649436636E+00  -7.894338251129759E-04
   2.500000000000000E-01   2.400000000000000E+00   6.446140626565503E+00  -8.484296792635881E-01   6.126572354416089E+00  -4.387840729046837E-01  -5.853933272944005E-02   2.032366480372725E-01   8.000289021093458E+00  -6.010735553037906E-03   8.028020874571848E+00   3.142178779286289E-03   2.472115608940626E-01  -4.658782970687220E-01   7.226137067041461E-03  -2.326191132883572E-02   2.435579737550860E-03   7.470092580073401E-03   6.758706414433536E+00   1.946542831067993E-02   6.669522391279005E+00  -1.146330814380436E-02   6.666671420675846E+00  -7.037113346175398E-04
   2.500000000000000E-01   2.500000000000000E+00   6.426503775436695E+00  -8.280633537162233E-01   6.120321416095487E+00  -4.276222966755079E-01  -5.451408451581782E-02   1.940450460100985E-01   8.000252562307558E+00  -5.618833075310660E-03   8.025533249947880E+00   2.930411193081553E-03   2.321291055382675E-01  -4.467032136318055E-01   6.444137171902000E-03  -2.123343079250224E-02   2.121558548286099E-03   6.983889847428197E-03   6.751545261047994E+00   1.842845716809092E-02   6.669143716605348E+00  -1.075967395659884E-02   6.666670463850130E+00  -6.289198431659296E-04
   2.500000000000000E-01   2.600000000000000E+00   6.408134097308070E+00  -8.086866595957796E-01   6.114536224717686E+00  -4.170472533975770E-01  -5.085499214307832E-02   1.854727203184230E-01   8.000221357853848E+00  -5.260275405837987E-03   8.023317495815128E+00   2.737494264582393E-03   2.182143095448312E-01  -4.286468573844213E-01   5.761954673552850E-03  -1.942228285170276E-02   1.853931494871420E-03   6.539056632624448E-03   6.745040825091632E+00   1.745522847277803E-02   6.668822660704709E+00  -1.011137101971242E-02   6.666669714620278E+00  -5.634672242845713E-04
   2.500000000000000E-01   3.100000000000000E+00   6.331932798781224E+00  -7.243609639824543E-01   6.091159954410674E+00  -3.714850769245657E-01  -3.678282708651509E-02   1.501598397071528E-01   8.000119183276999E+00  -3.859809784545370E-03   8.015252663072047E+00   1.991541457155658E-03   1.627904361390702E-01  -3.525478321514314E-01   3.412214242756075E-03  -1.279115547091515E-02   9.861909570656861E-04   4.801308016294290E-03   6.720260625152349E+00   1.342161674216758E-02   6.667794512727466E+00  -7.535807542751421E-03   6.666667752804099E+00  -3.363619094673559E-04
   2.500000000000000E-01   3.600000000000000E+00   6.275253541264011E+00  -6.563961852148626E-01   6.074396581433075E+00  -3.352487092143892E-01  -2.749648925954950E-02   1.241252686145803E-01   8.000067999456002E+00  -2.915476676186590E-03   8.010402980323631E+00   1.495300247241737E-03   1.244216339482760E-01  -2.947268707198662E-01   2.125665771362970E-03  -8.768752886872443E-03   5.577375534581146E-04   3.628876883459250E-03   6.704393778448601E+00   1.048065785453852E-02   6.667296464855365E+00  -5.757425246113623E-03   6.666667092957733E+00  -2.107257031673586E-04
   2.500000000000000E-01   4.100000000000000E+00   6.231957358081583E+00  -6.003700357327587E-01   6.061935759988262E+00  -3.056670876925616E-01  -2.110957831286666E-02   1.043568523574189E-01   8.000040705501398E+00  -2.255706888030670E-03   8.007341544298638E+00   1.151854441748389E-03   9.711203937550021E-02  -2.498785189467486E-01   1.380334523613731E-03  -6.212609124030180E-03   3.316684214054574E-04   2.809181891075694E-03   6.693921273204147E+00   8.311017644576663E-03   6.667037513423371E+00  -4.493095769015093E-03   6.666666847920891E+00  -1.374068727878632E-04
   2.500000000000000E-01   4.600000000000000E+00   6.198137430953071E+00  -5.533362891115422E-01   6.052404523226138E+00  -2.810192825748000E-01  -1.656717528673384E-02   8.898201148242825E-02   8.000025372757754E+00  -1.780899991152908E-03   8.005330427261503E+00   9.063905382441186E-04   7.718687438989577E-02  -2.144442890576430E-01   9.280007003332177E-04  -4.524698744798605E-03   2.056838031737344E-04   2.218892157712639E-03   6.686811367397123E+00   6.686212510775918E-03   6.666894861512106E+00  -3.571113530906750E-03   6.666666749108403E+00  -9.266974044479303E-05
   2.500000000000000E-01   5.100000000000000E+00   6.171214922665324E+00  -5.132557338736030E-01   6.044941856601312E+00  -2.601407941094062E-01  -1.324563399846114E-02   7.678298536970578E-02   8.000016371207208E+00  -1.430526158059577E-03   8.003964516714078E+00   7.261970780933169E-04   6.232846261026091E-02  -1.859881854743335E-01   6.425616053611586E-04  -3.373574134308091E-03   1.321790486398807E-04   1.783039135150937E-03   6.681859633769257E+00   5.450467261657817E-03   6.666812396532622E+00  -2.883731685929354E-03   6.666666706386096E+00  -6.432293874414925E-05
   2.500000000000000E-01   5.600000000000000E+00   6.149432553133019E+00  -4.786700383745888E-01   6.038983964355368E+00  -2.422126050737874E-01  -1.075922420353301E-02   6.693844951449554E-02   8.000010883007938E+00  -1.166352366672684E-03   8.003010165610434E+00   5.908840095794136E-04   5.103300688962877E-02  -1.628054328996235E-01   4.563479099266828E-04  -2.566616704661258E-03   8.758392581908634E-05   1.454243230961291E-03   6.678331255691234E+00   4.496549148709692E-03   6.666762737894191E+00  -2.361219048139353E-03   6.666666686778450E+00  -4.577092179078205E-05
   2.500000000000000E-01   6.100000000000000E+00   6.131559433671181E+00  -4.485069837646340E-01   6.034148314881093E+00  -2.266403654838475E-01  -8.860224392670500E-03   5.887741356541592E-02   8.000007425405899E+00  -9.634192228788848E-04   8.002326904215053E+00   4.872725081037159E-04   4.229869166231986E-02  -1.436774678392428E-01   3.313282053883727E-04  -1.987309178454267E-03   5.960024554650664E-05   1.201553426058080E-03   6.675765205588235E+00   3.749889128002579E-03   6.666731767547540E+00  -1.957183445192554E-03   6.666666677301639E+00  -3.328377099690567E-05
   2.500000000000000E-01   6.600000000000000E+00   6.116712507159402E+00  -4.219594545775048E-01   6.030167511646888E+00  -2.129814321332776E-01  -7.384391638837900E-03   5.219258767147823E-02   8.000005183695505E+00  -8.049610910934136E-04   8.001827228406562E+00   4.065784394975423E-04   3.544188076859766E-02  -1.277160958893998E-01   2.452636846212618E-04  -1.562701664869795E-03   4.151627324800741E-05   1.004165507085679E-03   6.673864572960476E+00   3.157923353773246E-03   6.666711855322542E+00  -1.639989265496003E-03   6.666666672509212E+00  -2.466978491735343E-05
   2.500000000000000E-01   7.100000000000000E+00   6.104244857511458E+00  -3.984075223736586E-01   6.026849834445004E+00  -2.008988581686899E-01  -6.219804634034617E-03   4.658694905088697E-02   8.000003693020814E+00  -6.794319796718982E-04   8.001454926184337E+00   3.427894970347301E-04   2.998581531061940E-02  -1.142623238323027E-01   1.846949603027180E-04  -1.245735415633453E-03   2.952342482784765E-05   8.477431827388625E-04   6.672433493817827E+00   2.683054870185018E-03   6.666698706454456E+00  -1.387582282046432E-03   6.666666669986932E+00  -1.859733257371464E-05
   2.500000000000000E-01   7.600000000000000E+00   6.093673743257486E+00  -3.773666701369316E-01   6.024054778537593E+00  -1.901313111103738E-01  -5.288355034092654E-03   4.183966888117342E-02   8.000002679184709E+00  -5.787038975104680E-04   8.001172902506424E+00   2.916942003880390E-04   2.559142378380889E-02  -1.028192845820939E-01   1.412265850674902E-04  -1.005246760172426E-03   2.138536286024512E-05   7.221883394966406E-04   6.671339897584634E+00   2.297998507268493E-03   6.666689816270841E+00  -1.184280277461660E-03   6.666666668611465E+00  -1.423316401306842E-05
   2.000000000000000E-01   9.999999747378752E-06   7.375898390382456E+00  -1.442132278122887E+00   7.025576992982795E+00  -1.266256251886873E+00  -9.353462695335342E-01   1.136943481540024E+00   8.021490402526016E+00  -3.713597259896403E-02   8.883327873361866E+00   3.182430753369196E-02   6.991660328726574E-01  -7.625330859199361E-01   5.347317558911940E-01  -6.725059258305838E-01   4.491662029871387E-01   5.348335690764931E-02   6.976379663027814E+00  -5.434929348768515E-02   7.327756051768129E+00  -3.948477725241339E-02   6.675995740739202E+00  -2.232144417787907E-02
   2.000000000000000E-01   1.999999949475750E-05   7.375894153067054E+00  -1.442130138726849E+00   7.025553874135354E+00  -1.266237252385331E+00  -9.353221570786934E-01   1.136922882251580E+00   8.021489756096663E+00  -3.713541257510591E-02   8.883302548943432E+00   3.182342551484855E-02   6.991761859259397E-01  -7.625440993435634E-01   5.347129793018682E-01  -6.724870748387028E-01   4.491484435406869E-01   5.348223862007473E-02   6.976381044607386E+00  -5.434622983596300E-02   7.327726484889697E+00  -3.948469819329132E-02   6.675995273647986E+00  -2.232088459125115E-02
   2.000000000000000E-01   2.999999924213625E-05   7.375889915607824E+00  -1.442127999219591E+00   7.025530756262861E+00  -1.266218253652136E+00  -9.352980456556498E-01   1.136902283771588E+00   8.021489109690039E+00  -3.713485256258315E-02   8.883277225623692E+00   3.182254353701839E-02   6.991863384175115E-01  -7.625551122331742E-01   5.346942036363643E-01  -6.724682246630587E-01   4.491306850239918E-01   5.348112037529140E-02   6.976382426497064E+00  -5.434316630241123E-02   7.327696919692495E+00  -3.948461911534647E-02   6.675994806582525E+00  -2.232032502152774E-02
