1,1.0518,-0.15026,-0.15026,1.0518
0.5,1.0208,-0.044521,-0.35616,1.094
0.25,1.0059,-0.0096164,-0.61545,1.1341
0.2,1.0037,-0.0055651,-0.69563,1.1448
0.125,1.0012,-0.0016489,-0.84424,1.1633
0.1,1.0007,-0.00090312,-0.90312,1.1702
0.01,1,-1.1667e-06,-1.1667,1.1985
2,1.094,-0.35616,-0.044521,1.0208
3,1.1185,-0.50712,-0.018782,1.0104
4,1.1341,-0.61545,-0.0096164,1.0059
5,1.1448,-0.69563,-0.0055651,1.0037
10,1.1702,-0.90312,-0.00090312,1.0007
100,1.1985,-1.1667,-1.1667e-06,1
