1,0.99538,-0.3502,-0.3502,0.99538
0.5,1.0881,-0.29574,-0.29574,0.80828
0.25,1.0835,-0.18794,-0.18794,0.62524
0.2,1.073,-0.15557,-0.15557,0.5789
0.125,1.0496,-0.099329,-0.099329,0.50011
0.1,1.0398,-0.078699,-0.078699,0.46919
0.01,1.0015,-0.0029704,-0.0029704,0.15044
2,0.80828,-0.29574,-0.29574,1.0881
3,0.69496,-0.23325,-0.23325,1.0929
4,0.62524,-0.18794,-0.18794,1.0835
5,0.5789,-0.15557,-0.15557,1.073
10,0.46919,-0.078699,-0.078699,1.0398
100,0.15044,-0.0029704,-0.0029704,1.0015
